Neighbourhood
Acocks Green
Alum Rock
Ashted
Aston
Aston Cross
Austin Village
Balsall Heath
Balti Triangle
Bartley Green
Beech Lanes
Bickenhill
Billesley
Birches Green
Birchfield
Birmingham City Centre
Boldmere
Bordesley
Bordesley Green
Bournbrook
Bournville
Brandwood End
Brindleyplace
Bromford
Browns Green
Buckland End
California
Camp Hill
Castle Vale
Chad Valley
Chinese Quarter
Churchfield
Cofton Common
"Cole End, Coleshill"
Coleshill
Cotteridge
Deritend
Digbeth
Doe Bank
Driffold
Druids Heath
Duddeston
Eastside
Edgbaston
Erdington
Falcon Lodge
Fordbridge
Five Ways
Four Oaks
Fox Hollies
Frankley
Garretts Green
Gib Heath
Gilbertstone
Gilson
Glebe Farm
Gosta Green
Gravelly Hill
Great Barr
Greet
Grimstock Hill
Gun Quarter
Hall Green
Hamstead
Handsworth
Handsworth Wood
Harborne
Harts Green
Hawkesley
Hay Mills
High Heath
Highgate
Highter's Heath
Hill Hook
Hill Wood
Hockley
Hodge Hill
Jewellery Quarter
Kents Moat
Kings Heath
Kings Norton
Kingstanding
Kitts Green
Ladywood
Lea Hall
Lee Bank
The Leverretts
Ley Hill
Lifford
Little Bromwich
Lodge Hill
Longbridge
Lozells
Lyndon Green
Maney
Maypole
Marston Green
Minworth
Mere Green
Moor Green
Moseley
Nechells
New Frankley
New Oscott
"Newton, Great Barr"
Newtown
New Town Row
Northfield
Old Oscott
Over Green
Parkhall
Pelham
Perry Barr
Perry Beeches
Perry Common
Pheasey
Pype Hayes
Queslett
Quinton
Reddicap Heath
Rednal
Ridgacre
Roughley
Rowley Regis
Rubery (Mostly in Worcestershire)
Saltley
Sarehole
Selly Oak
Selly Park
Shard End
Sheldon
Solihull
Shenley Fields
Shenley Green
Short Heath
Showell Green
Small Heath
Smethwick
Smithfield
Soho
Southside
South Yardley
South Woodgate
Sparkbrook
Sparkhill
Springfield
Stechford
Stirchley
Stockfield
Stockland Green
Sutton Coldfield
Ten Acres
The Parade
Theatreland
Thimble End
Tile Cross
Tipton
Tower Hill
Tudor Hill
Turves Green
Tyburn
Tyseley
Vauxhall
Wake Green
Walker's Heath
Walmley
Walmley Ash
Ward End
Warstock
Washwood Heath
Wednesbury
Wells Green
Weoley Hill
Weoley Castle
West Bromwich
West Heath
Walsall
Westside
Whitehouse Common
Winson Green
Witton
Woodcock Hill
Woodgate
Wylde Green
Yardley
Yardley Wood
